0xd167eadd595911275c84bd32e279fd749c39c7c2,77000000000000000000
0xc0957cda6e1242fbf5fbff05f378e4ca5f1effbf,67000000000000000000
0x7cfa719223e6dc75cd39598e6a3e7bfeee0f359d,95000000000000000000
0xa72f8ae475fca01c468c55a407e47712823958c4,51000000000000000000
0x9f7f573dfbd11854c766e3600142ddc36571fbd3,167000000000000000000
0xf9b6c805a0f2668b42858002637dff530bb07218,98000000000000000000
0x66f9966db2a55bc7fd1d2aa3dbe9efab119ce96a,294000000000000000000
0x1fdb77ac4fc90c50444ccd3b2cc770cdcfc1ea60,134000000000000000000
0x0730950882bef53091ce92a985077a67928d6d4f,98000000000000000000
0xd53c1b735d49f370aaa4319811d4123710503814,164000000000000000000
0xce74097f8031b281e6b4161aedbd5928c2ed1048,61000000000000000000
0x93ce26da1c7f26ab79e203b68762ab080c7dd1ce,1000000000000000000
0x231b0bd9063f683fff2836947a0c7975635e6de7,249000000000000000000
0xfd0f9d8034e2f3cedaf3b7cf4a330a6767036d8f,100000000000000000000
0x745e7f4a920291eaed1163aede18c1f42238b660,95000000000000000000
0xe9b867334206e8b8dac33899d64027b080cd10f8,51000000000000000000
0xfd0a3eca6221ace676f77953513d9079a020fb38,90000000000000000000
0xb6fd3c829f417ddb46f62398bc68dfe644e04562,67000000000000000000
0xf06fd01a1214a79ef9255a932ac526d31dbe572e,65000000000000000000
0x441443425d2c1bc26acc73301ca333a9897623e1,66000000000000000000
0x6232c6c551c1ccc8c6d389238416fe8c559901e4,87000000000000000000
0x02592f297a01eae2d36600a65f5900968845de13,79000000000000000000
0xd665cfa76dd477ef2aae6b6c30c3fbcd738f3d7c,88000000000000000000
0x2d0b877c940f69b488ea36bcd2e9b80d0260a2d6,55000000000000000000
0x2927f0b598a9075252096f25b5ce3f6763a39c8a,79000000000000000000
0x08e9e3f758c0bfc015c915dff947957958f3854d,1000000000000000000000
0xc4c462d13e32553b672bb5b3131d7f275704fce0,66000000000000000000
0x2ad8ec199b8096a108fe8eba0b722d90bd940bdc,93000000000000000000
0x3812c5c15da18fb245560caddf8e9196776db517,231000000000000000000
0x9b1c031bbc13270bd71a6c9590a271aa0969fd4f,97000000000000000000
0xd42caeb82b8ddee9597e980c62c3537129fdad5c,72000000000000000000
0xbe4b11eba26257cc8e3e843d19548ad1ad0fb623,76000000000000000000
0x35497cc21d015af3f6081db21f8756d2e24fc189,1000000000000000000
0xbffcd4009a5776042e219f4ff040d9b658e2776e,73000000000000000000
0x9d0ead34675c97f4358241ef0cede7f40ac7c2f9,95000000000000000000
0x9b9684b5164d67351a132f2fcfd94b790e8531d5,83000000000000000000
0xbfb95978728e23ac53fe1ae437de467babc4f226,85000000000000000000
0x0add592e6900d7310c0806fc5d2540a4c70595b7,83000000000000000000
0xd6f7c7d87bd71f310286cfcbb6e0204d8908d76f,79000000000000000000
0xb1eb07dea3026bc1083a7fa5f2af401d3f26cc70,63000000000000000000
0x3ffb24a58e98876bf523689d4a27c8f73326b595,56000000000000000000
